"","SAMPLE_ID","code1","code2","code3","num1","num2","Gene_Symbol","Gene_symbol2","description","Score","Expected","Template_length","Template_Identity","Template_Coverage","Query_Identity","Query_Coverage","Depth","q_value","p_value","readCount","fragmentCount","mapScoreSum","refCoveredPositions","refConsensusSum","bpTotal","depthVariance","nucHighDepthVariance","depthMax","snpSum","insertSum","deletionSum","readCountAln","fragmentCountAln","template_length_kb","percent_rooted_reads","number_rooted_reads","number_taxon_reads","taxon_rank","taxon_symbol","taxon","Template_Coverage_2","Query_Identity_2"
"281","HUM0604","488650015","WP_002586627.1","NG_048281.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_048281.1:101-2020","  173952","    2113","    1920","  100.00","  100.00","  100.00","  100.00","   88.83","167712.40","1.0e-26",1727,"1445","169766","1920","1920","170553","492.628806","0","140","298","6","7","1458","1197",1.92,33.74,3629856,55401,"D",2,"    Bacteria",100,100
"282","HUM0604","488673313","WP_002602099.1","NG_048125.1","1","1","tet(32)","tet(32)","tetracycline_resistance_ribosomal_protection_protein_Tet(32) NG_048125.1:101-2020","  182794","    2111","    1920","  100.00","  100.00","  100.00","  100.00","   91.72","176556.31","1.0e-26",1974,"1699","174636","1920","1920","176111","537.606901","0","145","502","31","15","1470","1237",1.92,33.74,3629856,55401,"D",2,"    Bacteria",100,100
"283","HUM0604","490421615","WP_004293868.1","NG_048268.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048268.1:101-2026","   12982","    2162","    1926","   73.57","   75.03","   98.06","  133.29","    6.89"," 7729.10","1.0e-26",151,"135","12602","1445","1417","13273","50.689678","0","26","229","0","0","107","95",1.926,33.74,3629856,55401,"D",2,"    Bacteria",75.03,98.06
"284","HUM0604","490477860","WP_004348227.1","NG_047641.1","1","1","cfxA3","cfxA3","extended-spectrum_class_A_beta-lactamase_CfxA3 NG_047641.1:53-1018","   13432","    1084","     966","   94.72","   94.72","  100.00","  105.57","    7.78","10502.45","1.0e-26",406,"366","7475","915","915","7513","28.609884","0","20","16","0","0","63","51",0.966,33.74,3629856,55401,"D",2,"    Bacteria",94.72,100
"285","HUM0604","499845527","WP_011526261.1","NG_055990.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_055990.1:101-2020","    6710","    2157","    1920","   74.32","   74.53","   99.72","  134.17","    2.51"," 2336.97","1.0e-26",158,"137","4739","1431","1427","4818","4.943662","39","10","29","0","0","35","28",1.92,33.74,3629856,55401,"D",2,"    Bacteria",74.53,99.72
"286","HUM0604","504449189","WP_014636291.1","NG_048267.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048267.1:62-1981","   17006","    2154","    1920","   60.10","   60.31","   99.65","  165.80","    8.18","11510.52","1.0e-26",216,"188","15504","1158","1154","15706","105.643567","0","39","70","0","0","122","101",1.92,33.74,3629856,55401,"D",2,"    Bacteria",60.31,99.65
"287","HUM0604","636989663","WP_024407615.1","NG_048140.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048140.1:101-1321","   13156","    1370","    1221","   99.18","   99.84","   99.34","  100.16","    8.38"," 9560.68","1.0e-26",274,"247","10088","1219","1211","10228","20.826126","0","22","44","6","0","103","83",1.221,33.74,3629856,55401,"D",2,"    Bacteria",99.84,99.34
"288","HUM0607","1028100163","WP_063856393.1","NG_048229.1","1","1","tet(M)","tet(M)","tetracycline_resistance_ribosomal_protection_protein_Tet(M) NG_048229.1:4-1923","    5502","    1646","    1920","   63.39","   63.70","   99.51","  156.99","    1.22"," 2079.08","1.0e-26",209,"201","2325","1223","1217","2347","1.480228","31","5","8","0","0","18","13",1.92,48.63,3816779,33034,"D",2,"    Bacteria",63.7,99.51
"289","HUM0607","1028100270","WP_063856405.1","NG_048262.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048262.1:14-1933","   15514","    1644","    1920","   69.17","   69.53","   99.48","  143.82","    7.61","11211.79","1.0e-26",170,"149","14455","1335","1328","14616","70.562344","0","28","55","0","0","104","86",1.92,48.63,3816779,33034,"D",2,"    Bacteria",69.53,99.48
"290","HUM0607","1028100272","WP_063856407.1","NG_048270.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048270.1:101-2026","  217588","    1595","    1926","   99.01","  100.16","   98.86","   99.84","  116.13","212846.63","1.0e-26",1726,"1399","216949","1929","1907","223672","4601.485967","0","293","1991","232","32","1543","1223",1.926,48.63,3816779,33034,"D",2,"    Bacteria",100.16,98.86
"291","HUM0607","1469324127","WP_117664257.1","NG_064793.1","1","1","cfxA6","cfxA6","broad-spectrum_class_A_beta-lactamase_CfxA6 NG_064793.1:101-1063","   57455","     818","     963","   99.79","  100.00","   99.79","  100.00","   57.99","55044.06","1.0e-26",556,"463","55359","963","961","55844","40.265728","0","71","170","3","2","418","326",0.963,48.63,3816779,33034,"D",2,"    Bacteria",100,99.79
"292","HUM0607","488251003","WP_002322211.1","NG_047755.1","1","1","dfrF","dfrF","trimethoprim-resistant_dihydrofolate_reductase_DfrF NG_047755.1:101-595","    6426","     424","     495","  100.00","  100.00","  100.00","  100.00","    9.92"," 5257.95","1.0e-26",130,"120","4874","495","495","4908","10.311993","0","17","7","3","0","37","29",0.495,48.63,3816779,33034,"D",2,"    Bacteria",100,100
"293","HUM0607","488624287","WP_002560998.1","NG_048269.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048269.1:101-2026","  475197","    1527","    1926","   99.69","  100.00","   99.69","  100.00","  251.02","470632.63","1.0e-26",3734,"2988","475216","1926","1920","483462","9518.950845","0","427","2838","22","26","3437","2699",1.926,48.63,3816779,33034,"D",2,"    Bacteria",100,99.69
"294","HUM0607","488650015","WP_002586627.1","NG_048281.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_048281.1:101-2020","   53416","    1634","    1920","  100.00","  100.00","  100.00","  100.00","   26.05","48707.56","1.0e-26",584,"498","49867","1920","1920","50020","67.068121","0","44","57","0","3","367","285",1.92,48.63,3816779,33034,"D",2,"    Bacteria",100,100
"295","HUM0607","488673313","WP_002602099.1","NG_048125.1","1","1","tet(32)","tet(32)","tetracycline_resistance_ribosomal_protection_protein_Tet(32) NG_048125.1:101-2020","   57601","    1633","    1920","  100.00","  100.00","  100.00","  100.00","   27.19","52881.92","1.0e-26",752,"648","51772","1920","1920","52212","28.856211","0","38","162","0","0","381","283",1.92,48.63,3816779,33034,"D",2,"    Bacteria",100,100
"296","HUM0607","490421615","WP_004293868.1","NG_048268.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048268.1:101-2026","   34085","    1644","    1926","   88.99","   91.23","   97.55","  109.62","   19.93","29454.61","1.0e-26",302,"256","35864","1757","1714","38394","328.54193","21","82","864","0","0","270","224",1.926,48.63,3816779,33034,"D",2,"    Bacteria",91.23,97.55
"297","HUM0607","490469169","WP_004339683.1","NG_047634.1","1","1","cfxA_fam","cfxA_fam","CfxA_family_broad-spectrum_class_A_beta-lactamase NG_047634.1:44-1009","   20848","     826","     966","   99.90","  100.00","   99.90","  100.00","   18.49","18494.87","1.0e-26",324,"291","17756","966","965","17864","53.235455","0","34","46","0","0","135","106",0.966,48.63,3816779,33034,"D",2,"    Bacteria",100,99.9
"298","HUM0607","493486205","WP_006440994.1","NG_048316.1","1","1","tetA(P)","tetA(P)","tetracycline_efflux_MFS_transporter_TetA(P) NG_048316.1:1-1263","    6911","    1082","    1263","   66.43","   66.43","  100.00","  150.54","    0.98"," 4249.05","1.0e-26",344,"336","1242","839","839","1242","0.654514","0","2","0","0","0","10","6",1.263,48.63,3816779,33034,"D",2,"    Bacteria",66.43,100
"299","HUM0607","501919555","WP_012669445.1","NG_048264.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048264.1:101-2020","   12131","    1645","    1920","   68.12","   68.33","   99.70","  146.34","    6.31"," 7981.69","1.0e-26",96,"75","11984","1312","1308","12119","49.913606","0","25","47","0","0","84","63",1.92,48.63,3816779,33034,"D",2,"    Bacteria",68.33,99.7
"300","HUM0607","504449189","WP_014636291.1","NG_048267.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048267.1:62-1981","   56930","    1633","    1920","   99.90","  100.00","   99.90","  100.00","   27.07","52212.49","1.0e-26",712,"613","51549","1920","1918","51984","247.4475","0","63","160","1","0","376","286",1.92,48.63,3816779,33034,"D",2,"    Bacteria",100,99.9
"301","HUM0607","505385953","WP_015573055.1","NG_048139.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048139.1:101-1321","   11737","    1046","    1221","   99.92","  100.00","   99.92","  100.00","    6.82"," 8941.14","1.0e-26",265,"245","8287","1221","1220","8327","21.232072","0","19","16","0","0","61","47",1.221,48.63,3816779,33034,"D",2,"    Bacteria",100,99.92
"302","HUM0738","1028100270","WP_063856405.1","NG_048262.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048262.1:14-1933","   14931","    1495","    1920","   64.17","   64.32","   99.76","  155.47","    7.74","10988.50","1.0e-26",115,"94","14739","1235","1232","14860","183.225933","80","58","49","0","0","99","79",1.92,55.24,3714543,34055,"D",2,"    Bacteria",64.32,99.76
"303","HUM0738","1028100272","WP_063856407.1","NG_048270.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048270.1:101-2026","  235094","    1442","    1926","   98.23","  100.00","   98.23","  100.00","  127.36","230802.12","1.0e-26",2030,"1773","236341","1926","1892","245291","1734.909927","0","197","3046","12","0","1723","1468",1.926,55.24,3714543,34055,"D",2,"    Bacteria",100,98.23
"304","HUM0738","1028105071","WP_063860256.1","NG_049083.1","1","1","blaEC-18","blaEC","extended-spectrum_class_C_beta-lactamase_EC-18 NG_049083.1:101-1234","   20864","     882","    1134","   97.27","   97.97","   99.28","  102.07","   18.09","18359.97","1.0e-26",217,"201","20074","1111","1103","20516","88.901642","0","40","160","0","0","145","130",1.134,55.24,3714543,34055,"D",2,"    Bacteria",97.97,99.28
"305","HUM0738","1105502076","WP_071846228.1","NG_052239.1","1","1","aadA1","aadA1","ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1 NG_052239.1:101-892","   10975","     617","     792","   94.07","   94.07","  100.00","  106.31","   12.46"," 9254.49","1.0e-26",138,"121","9858","745","745","9871","31.736033","0","22","7","0","0","73","60",0.792,55.24,3714543,34055,"D",2,"    Bacteria",94.07,100
"306","HUM0738","1105502216","WP_071846366.1","NG_052492.1","1","1","dfrA1","dfrA1","trimethoprim-resistant_dihydrofolate_reductase_DfrA1 NG_052492.1:99-572","    4575","     369","     474","   90.72","   90.72","  100.00","  110.23","    8.68"," 3576.06","1.0e-26",64,"61","4097","430","430","4115","16.195984","0","13","8","0","0","32","30",0.474,55.24,3714543,34055,"D",2,"    Bacteria",90.72,100
"307","HUM0738","1398001652","WP_110174956.1","NG_059898.1","1","1","blaTEM-235","blaTEM","class_A_beta-lactamase_TEM-235 NG_059898.1:101-961","    8705","     671","     861","   88.04","   88.04","  100.00","  113.59","    8.89"," 6883.12","1.0e-26",123,"114","7609","758","758","7653","23.404525","0","17","18","0","0","57","48",0.861,55.24,3714543,34055,"D",2,"    Bacteria",88.04,100
"308","HUM0738","1469324127","WP_117664257.1","NG_064793.1","1","1","cfxA6","cfxA6","broad-spectrum_class_A_beta-lactamase_CfxA6 NG_064793.1:101-1063","   32303","     747","     963","   99.79","  100.00","   99.79","  100.00","   31.08","30127.19","1.0e-26",385,"339","29664","963","961","29926","35.856144","0","44","96","0","0","229","187",0.963,55.24,3714543,34055,"D",2,"    Bacteria",100,99.79
"309","HUM0738","446614390","WP_000691736.1","NG_048223.1","1","1","tet(M)","tet(M)","tetracycline_resistance_ribosomal_protection_protein_Tet(M) NG_048223.1:13-1932","   16135","    1495","    1920","   80.05","   80.31","   99.68","  124.51","    6.08","12156.04","1.0e-26",368,"355","11578","1542","1537","11680","19.757639","0","16","40","0","0","89","80",1.92,55.24,3714543,34055,"D",2,"    Bacteria",80.31,99.68
"310","HUM0738","446726751","WP_000804064.1","NG_048154.1","1","1","tet(A)","tet(A)","tetracycline_efflux_MFS_transporter_Tet(A) NG_048154.1:101-1300","   11184","     935","    1200","  100.00","  100.00","  100.00","  100.00","    7.21"," 8666.64","1.0e-26",224,"213","8637","1200","1200","8646","17.957975","0","19","7","0","0","69","58",1.2,55.24,3714543,34055,"D",2,"    Bacteria",100,100
"311","HUM0738","446869231","WP_000946487.1","NG_048083.1","1","1","sul1","sul1","sulfonamide-resistant_dihydropteroate_synthase_Sul1 NG_048083.1:101-952","    6504","     664","     852","   97.54","   97.54","  100.00","  102.53","    6.56"," 4756.59","1.0e-26",96,"91","5582","831","831","5592","8.595748","0","11","4","0","0","40","35",0.852,55.24,3714543,34055,"D",2,"    Bacteria",97.54,100
"312","HUM0738","488251003","WP_002322211.1","NG_047755.1","1","1","dfrF","dfrF","trimethoprim-resistant_dihydrofolate_reductase_DfrF NG_047755.1:101-595","    7344","     386","     495","   99.80","  100.20","   99.60","   99.80","   11.36"," 6262.93","1.0e-26",152,"144","5496","496","494","5625","13.641506","0","17","10","13","3","49","42",0.495,55.24,3714543,34055,"D",2,"    Bacteria",100.2,99.6
"313","HUM0738","488624287","WP_002560998.1","NG_048269.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048269.1:101-2026","   96960","    1478","    1926","   99.17","  100.00","   99.17","  100.00","   54.04","92612.46","1.0e-26",800,"695","99377","1926","1910","104087","476.107696","29","147","1605","1","1","713","611",1.926,55.24,3714543,34055,"D",2,"    Bacteria",100,99.17
"314","HUM0738","488650015","WP_002586627.1","NG_048281.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_048281.1:101-2020","   41200","    1488","    1920","  100.00","  100.00","  100.00","  100.00","   19.88","36941.14","1.0e-26",475,"418","37991","1920","1920","38175","51.223246","0","38","74","0","1","276","223",1.92,55.24,3714543,34055,"D",2,"    Bacteria",100,100
"315","HUM0738","488673313","WP_002602099.1","NG_048125.1","1","1","tet(32)","tet(32)","tetracycline_resistance_ribosomal_protection_protein_Tet(32) NG_048125.1:101-2020","   18047","    1494","    1920","   79.38","   79.43","   99.93","  125.90","    8.50","14019.61","1.0e-26",227,"208","16272","1525","1524","16326","53.910407","6","31","26","0","0","117","100",1.92,55.24,3714543,34055,"D",2,"    Bacteria",79.43,99.93
"316","HUM0738","490421615","WP_004293868.1","NG_048268.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048268.1:101-2026","   20826","    1498","    1926","   60.59","   63.97","   94.72","  156.33","   14.38","16731.88","1.0e-26",214,"190","23663","1232","1167","27694","520.908262","0","79","1335","0","6","193","169",1.926,55.24,3714543,34055,"D",2,"    Bacteria",63.97,94.72
"317","HUM0738","490469169","WP_004339683.1","NG_047634.1","1","1","cfxA_fam","cfxA_fam","CfxA_family_broad-spectrum_class_A_beta-lactamase NG_047634.1:44-1009","    4442","     753","     966","   94.51","   94.51","  100.00","  105.81","    2.87"," 2617.95","1.0e-26",122,"114","2776","913","913","2777","3.637519","0","7","1","0","0","22","16",0.966,55.24,3714543,34055,"D",2,"    Bacteria",94.51,100
"318","HUM0738","501454799","WP_012478244.1","NG_048314.1","1","1","tetA(P)","tetA(P)","tetracycline_efflux_MFS_transporter_TetA(P) NG_048314.1:101-1363","    5551","     985","    1263","   74.27","   74.66","   99.47","  133.93","    1.63"," 3188.89","1.0e-26",229,"228","2020","943","938","2061","1.630879","0","5","15","0","0","15","14",1.263,55.24,3714543,34055,"D",2,"    Bacteria",74.66,99.47
"319","HUM0738","501919555","WP_012669445.1","NG_048264.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048264.1:101-2020","   82809","    1477","    1920","   98.18","   98.23","   99.95","  101.80","   41.35","78478.92","1.0e-26",838,"755","78910","1886","1885","79384","424.193941","0","98","186","0","4","583","506",1.92,55.24,3714543,34055,"D",2,"    Bacteria",98.23,99.95
"320","HUM0738","505385953","WP_015573055.1","NG_048139.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048139.1:101-1321","    9922","     951","    1221","   99.84","  100.00","   99.84","  100.00","    6.50"," 7399.48","1.0e-26",185,"175","7894","1221","1219","7935","18.913389","0","17","15","0","0","62","54",1.221,55.24,3714543,34055,"D",2,"    Bacteria",100,99.84
"321","HUM0738","765379712","WP_044666383.1","NG_048254.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048254.1:101-2020","   18579","    1494","    1920","   81.41","   81.51","   99.87","  122.68","    9.73","14539.83","1.0e-26",137,"115","18488","1565","1563","18691","161.989616","4","50","75","0","0","126","104",1.92,55.24,3714543,34055,"D",2,"    Bacteria",81.51,99.87
"322","HUM0739","1028100270","WP_063856405.1","NG_048262.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048262.1:14-1933","   13832","    1501","    1920","   71.46","   71.61","   99.78","  139.64","    6.95"," 9916.64","1.0e-26",123,"99","13203","1375","1372","13345","98.144948","53","40","54","0","0","89","66",1.92,43.67,3044649,41753,"D",2,"    Bacteria",71.61,99.78
"323","HUM0739","1028100272","WP_063856407.1","NG_048270.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048270.1:101-2026","  129347","    1475","    1926","   98.70","  100.00","   98.70","  100.00","   68.96","124987.75","1.0e-26",1235,"1030","127782","1926","1901","132810","664.106094","0","130","1704","16","0","929","726",1.926,43.67,3044649,41753,"D",2,"    Bacteria",100,98.7
"324","HUM0739","1469324127","WP_117664257.1","NG_064793.1","1","1","cfxA6","cfxA6","broad-spectrum_class_A_beta-lactamase_CfxA6 NG_064793.1:101-1063","   27090","     751","     963","   99.79","  100.00","   99.79","  100.00","   26.10","24917.97","1.0e-26",316,"273","24934","963","961","25132","22.598987","0","38","72","0","0","187","147",0.963,43.67,3044649,41753,"D",2,"    Bacteria",100,99.79
"325","HUM0739","446614397","WP_000691743.1","NG_048230.1","1","1","tet(M)","tet(M)","tetracycline_resistance_ribosomal_protection_protein_Tet(M) NG_048230.1:101-2020","    9342","    1502","    1920","   79.43","   79.43","  100.00","  125.90","    2.54"," 5667.71","1.0e-26",307,"292","4857","1525","1525","4868","5.589371","0","9","5","0","0","38","28",1.92,43.67,3044649,41753,"D",2,"    Bacteria",79.43,100
"326","HUM0739","447178612","WP_001255868.1","NG_047378.1","1","1","aadE","aadE","aminoglycoside_6-adenylyltransferase_AadE NG_047378.1:28-894","    4844","     678","     867","   88.35","   88.35","  100.00","  113.19","    2.17"," 3141.35","1.0e-26",191,"185","1872","766","766","1878","2.260765","0","6","4","0","0","14","9",0.867,43.67,3044649,41753,"D",2,"    Bacteria",88.35,100
"327","HUM0739","488251003","WP_002322211.1","NG_047755.1","1","1","dfrF","dfrF","trimethoprim-resistant_dihydrofolate_reductase_DfrF NG_047755.1:101-595","    7032","     387","     495","  100.00","  100.00","  100.00","  100.00","   11.64"," 5950.78","1.0e-26",123,"121","5734","495","495","5763","27.300422","0","21","10","1","0","43","41",0.495,43.67,3044649,41753,"D",2,"    Bacteria",100,100
"328","HUM0739","488624287","WP_002560998.1","NG_048269.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048269.1:101-2026","   64399","    1492","    1926","   99.07","  100.00","   99.07","  100.00","   35.73","60057.00","1.0e-26",566,"466","65377","1926","1908","68823","199.87973","1","79","1176","0","0","472","372",1.926,43.67,3044649,41753,"D",2,"    Bacteria",100,99.07
"329","HUM0739","488650015","WP_002586627.1","NG_048281.1","1","1","tet(W)","tet(W)","tetracycline_resistance_ribosomal_protection_protein_Tet(W) NG_048281.1:101-2020","  129042","    1470","    1920","  100.00","  100.00","  100.00","  100.00","   65.92","124696.05","1.0e-26",1115,"889","126203","1920","1920","126567","145.083754","4","106","168","0","1","920","696",1.92,43.67,3044649,41753,"D",2,"    Bacteria",100,100
"330","HUM0739","488673313","WP_002602099.1","NG_048125.1","1","1","tet(32)","tet(32)","tetracycline_resistance_ribosomal_protection_protein_Tet(32) NG_048125.1:101-2020","   70374","    1486","    1920","  100.00","  100.00","  100.00","  100.00","   35.74","66038.41","1.0e-26",804,"684","66609","1920","1920","68625","97.018429","0","63","692","2","1","499","383",1.92,43.67,3044649,41753,"D",2,"    Bacteria",100,100
"331","HUM0739","490421615","WP_004293868.1","NG_048268.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048268.1:101-2026","   16264","    1505","    1926","   80.58","   84.42","   95.45","  118.45","   11.17","12258.64","1.0e-26",217,"196","18160","1626","1552","21517","253.134016","37","63","1122","1","0","153","133",1.926,43.67,3044649,41753,"D",2,"    Bacteria",84.42,95.45
"332","HUM0739","493486205","WP_006440994.1","NG_048316.1","1","1","tetA(P)","tetA(P)","tetracycline_efflux_MFS_transporter_TetA(P) NG_048316.1:1-1263","   15970","     986","    1263","  100.00","  100.00","  100.00","  100.00","    7.06","13238.92","1.0e-26",482,"459","8892","1263","1263","8917","14.05497","0","18","11","0","0","65","46",1.263,43.67,3044649,41753,"D",2,"    Bacteria",100,100
"333","HUM0739","501454800","WP_012478245.1","NG_048319.1","1","1","tetB(P)","tetB(P)","tetracycline_resistance_ribosomal_protection_protein_TetB(P) NG_048319.1:101-2059","   18683","    1530","    1959","   95.66","   97.09","   98.53","  103.00","    5.30","14555.65","1.0e-26",603,"585","10057","1902","1874","10381","9.022312","0","14","112","0","0","73","59",1.959,43.67,3044649,41753,"D",2,"    Bacteria",97.09,98.53
"334","HUM0739","501919555","WP_012669445.1","NG_048264.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048264.1:101-2020","   89053","    1481","    1920","   99.22","   99.27","   99.95","  100.73","   44.48","84706.14","1.0e-26",927,"792","84401","1906","1905","85401","367.165212","0","88","360","0","0","628","494",1.92,43.67,3044649,41753,"D",2,"    Bacteria",99.27,99.95
"335","HUM0739","505385953","WP_015573055.1","NG_048139.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048139.1:101-1321","    4510","     956","    1221","   80.84","   81.00","   99.80","  123.46","    3.31"," 2310.74","1.0e-26",55,"49","4016","989","987","4047","11.720912","0","12","11","0","0","27","21",1.221,43.67,3044649,41753,"D",2,"    Bacteria",81,99.8
"336","HUM0739","636989663","WP_024407615.1","NG_048140.1","1","1","tet(40)","tet(40)","tetracycline_efflux_MFS_transporter_Tet(40) NG_048140.1:101-1321","   15049","     954","    1221","   99.84","  100.00","   99.84","  100.00","   10.68","12413.78","1.0e-26",220,"197","12877","1221","1219","13040","17.76068","0","22","51","5","0","93","76",1.221,43.67,3044649,41753,"D",2,"    Bacteria",100,99.84
"337","HUM0739","765379712","WP_044666383.1","NG_048254.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048254.1:101-2020","   21016","    1499","    1920","   79.43","   79.48","   99.93","  125.82","   10.87","16917.80","1.0e-26",161,"129","20763","1526","1525","20869","168.165722","0","49","42","0","0","142","110",1.92,43.67,3044649,41753,"D",2,"    Bacteria",79.48,99.93
"338","HUM0816","1028100163","WP_063856393.1","NG_048229.1","1","1","tet(M)","tet(M)","tetracycline_resistance_ribosomal_protection_protein_Tet(M) NG_048229.1:4-1923","   10765","    1765","    1920","   69.74","   69.79","   99.93","  143.28","    3.74"," 6463.36","1.0e-26",272,"256","7149","1340","1339","7189","17.041373","20","18","14","0","0","54","40",1.92,55.32,4725241,34714,"D",2,"    Bacteria",69.79,99.93
"339","HUM0816","1028100270","WP_063856405.1","NG_048262.1","1","1","tet(O)","tet(O)","tetracycline_resistance_ribosomal_protection_protein_Tet(O) NG_048262.1:14-1933","    5205","    1767","    1920","   62.14","   63.02","   98.60","  158.68","    2.55"," 1695.28","1.0e-26",63,"56","4787","1210","1193","4889","13.052018","66","17","34","0","0","33","26",1.92,55.32,4725241,34714,"D",2,"    Bacteria",63.02,98.6
"340","HUM0816","1028100272","WP_063856407.1","NG_048270.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048270.1:101-2026","  191360","    1723","    1926","   98.29","  100.00","   98.29","  100.00","  112.17","186251.19","1.0e-26",1933,"1645","198287","1926","1893","216041","1640.87269","0","176","5947","54","0","1523","1247",1.926,55.32,4725241,34714,"D",2,"    Bacteria",100,98.29
"341","HUM0816","1469324127","WP_117664257.1","NG_064793.1","1","1","cfxA6","cfxA6","broad-spectrum_class_A_beta-lactamase_CfxA6 NG_064793.1:101-1063","   41949","     881","     963","   99.79","  100.00","   99.79","  100.00","   40.38","39377.59","1.0e-26",510,"453","38464","963","961","38890","85.617695","0","60","152","0","0","289","237",0.963,55.32,4725241,34714,"D",2,"    Bacteria",100,99.79
"342","HUM0816","446403113","WP_000480968.1","NG_047464.1","1","1","aph(6)-Id","aph(6)-Id","aminoglycoside_O-phosphotransferase_APH(6)-Id NG_047464.1:101-937","    7100","     769","     837","  100.00","  100.00","  100.00","  100.00","    6.78"," 5091.38","1.0e-26",128,"119","5663","837","837","5675","5.053227","0","11","6","0","0","42","34",0.837,55.32,4725241,34714,"D",2,"    Bacteria",100,100
"343","HUM0816","446726750","WP_000804063.1","NG_048153.1","1","1","tet(A)","tet(A)","tetracycline_efflux_MFS_transporter_Tet(A) NG_048153.1:101-1300","    8254","    1103","    1200","   97.33","   97.33","  100.00","  102.74","    5.09"," 5463.42","1.0e-26",175,"167","6072","1168","1168","6104","11.047489","0","13","12","0","0","44","37",1.2,55.32,4725241,34714,"D",2,"    Bacteria",97.33,100
"344","HUM0816","446966004","WP_001043260.1","NG_051852.1","1","1","sul2","sul2","sulfonamide-resistant_dihydropteroate_synthase_Sul2 NG_051852.1:101-916","    6287","     750","     816","   99.88","  100.00","   99.88","  100.00","    6.71"," 4355.08","1.0e-26",93,"79","5442","816","815","5472","4.832612","0","12","12","0","0","42","30",0.816,55.32,4725241,34714,"D",2,"    Bacteria",100,99.88
"345","HUM0816","488251003","WP_002322211.1","NG_047755.1","1","1","dfrF","dfrF","trimethoprim-resistant_dihydrofolate_reductase_DfrF NG_047755.1:101-595","   21195","     454","     495","  100.00","  100.00","  100.00","  100.00","   39.82","19869.97","1.0e-26",269,"240","19538","495","495","19709","52.756102","0","56","39","14","0","161","135",0.495,55.32,4725241,34714,"D",2,"    Bacteria",100,100
"346","HUM0816","488624287","WP_002560998.1","NG_048269.1","1","1","tet(Q)","tet(Q)","tetracycline_resistance_ribosomal_protection_protein_Tet(Q) NG_048269.1:101-2026","   81197","    1752","    1926","   98.96","  100.00","   98.96","  100.00","   46.61","76087.56","1.0e-26",694,"577","84172","1926","1906","89765","676.097335","13","136","1878","35","0","618","501",1.926,55.32,4725241,34714,"D",2,"    Bacteria",100,98.96
